transaction_id,customer_id,account_id,txn_type,amount,channel,branch_id,txn_date,status,description
TXN001108,CUST0554,ACC63032,LOAN_EMI,366280.16,pos,BR007,2024-05-16,SUCCESS,LOAN_EMI via pos
TXN001109,CUST0811,ACC77331,ATM_WITHDRAWAL,63538.16,atm,BR007,2024-01-01,SUCCESS,ATM_WITHDRAWAL via atm
TXN001110,CUST0276,ACC50889,UPI,129483.07,pos,BR004,2024-08-27,SUCCESS,UPI via pos
TXN001111,CUST1000,ACC21609,RTGS,54856.78,branch,BR008,2024-05-20,SUCCESS,RTGS via branch
TXN001112,CUST0134,ACC21239,ATM_WITHDRAWAL,150457.69,branch,BR007,2024-10-24,SUCCESS,ATM_WITHDRAWAL via branch
TXN001113,CUST0542,ACC36424,ATM_WITHDRAWAL,304003.93,upi,BR003,2024-04-26,SUCCESS,ATM_WITHDRAWAL via upi
TXN001114,CUST0236,ACC46516,NEFT,134580.86,atm,BR005,2024-08-02,SUCCESS,NEFT via atm
TXN001115,CUST0121,ACC39360,RTGS,482735.55,atm,BR006,2024-05-14,SUCCESS,RTGS via atm
TXN001116,CUST0732,ACC11275,TRANSFER,33052.44,mobile,BR004,2024-12-24,SUCCESS,TRANSFER via mobile
TXN001117,CUST0962,ACC29449,DEPOSIT,179703.88,internet,BR001,2024-04-25,SUCCESS,DEPOSIT via internet
TXN001118,CUST0063,ACC12702,DEPOSIT,274317.02,atm,BR004,2024-05-24,SUCCESS,DEPOSIT via atm
TXN001119,CUST0413,ACC69432,PAYMENT,296912.47,pos,BR001,2024-01-17,SUCCESS,PAYMENT via pos
TXN001120,CUST0787,ACC84465,WITHDRAWAL,60746.91,branch,BR007,2024-01-01,SUCCESS,WITHDRAWAL via branch
TXN001121,CUST0877,ACC22103,ATM_WITHDRAWAL,283901.93,upi,BR003,2024-04-05,SUCCESS,ATM_WITHDRAWAL via upi
TXN001122,CUST0207,ACC69866,RTGS,336659.74,pos,BR008,2024-12-23,SUCCESS,RTGS via pos
TXN001123,CUST0398,ACC11167,NEFT,397598.84,internet,BR005,2024-09-27,FAILED,NEFT via internet
TXN001124,CUST0966,ACC81776,ATM_WITHDRAWAL,240066.45,internet,BR007,2024-04-02,SUCCESS,ATM_WITHDRAWAL via internet
TXN001125,CUST0944,ACC88213,RTGS,257573.49,upi,BR004,2024-04-14,SUCCESS,RTGS via upi
TXN001126,CUST0100,ACC42023,UPI,41332.72,branch,BR009,2024-02-11,SUCCESS,UPI via branch
TXN001127,CUST0619,ACC82783,FD_BOOKING,347182.01,internet,BR009,2024-03-25,SUCCESS,FD_BOOKING via internet
TXN001128,CUST0825,ACC50507,TRANSFER,486391.92,mobile,BR005,2024-11-01,SUCCESS,TRANSFER via mobile
TXN001129,CUST0209,ACC52459,PAYMENT,138939.27,atm,BR001,2024-08-11,SUCCESS,PAYMENT via atm
TXN001130,CUST0589,ACC89588,RTGS,125266.39,pos,BR005,2024-07-14,SUCCESS,RTGS via pos
TXN001131,CUST0734,ACC17034,WITHDRAWAL,29374.24,mobile,BR005,2024-11-24,SUCCESS,WITHDRAWAL via mobile
TXN001132,CUST0143,ACC80657,WITHDRAWAL,344390.29,mobile,BR003,2024-11-08,SUCCESS,WITHDRAWAL via mobile
TXN001133,CUST0611,ACC47877,DEPOSIT,74730.98,atm,BR003,2024-01-17,SUCCESS,DEPOSIT via atm
TXN001134,CUST0909,ACC19178,UPI,131113.77,internet,BR003,2024-08-08,SUCCESS,UPI via internet
TXN001135,CUST0368,ACC93515,PAYMENT,205851.76,mobile,BR004,2024-06-15,SUCCESS,PAYMENT via mobile
TXN001136,CUST0302,ACC21428,TRANSFER,309915.49,pos,BR003,2024-09-23,SUCCESS,TRANSFER via pos
TXN001137,CUST0563,ACC25229,ATM_WITHDRAWAL,469140.23,upi,BR003,2024-11-11,SUCCESS,ATM_WITHDRAWAL via upi
TXN001138,CUST0019,ACC47599,ATM_WITHDRAWAL,57299.69,branch,BR001,2024-08-20,SUCCESS,ATM_WITHDRAWAL via branch
TXN001139,CUST0057,ACC44668,ATM_WITHDRAWAL,204258.41,branch,BR002,2024-03-18,SUCCESS,ATM_WITHDRAWAL via branch
TXN001140,CUST0147,ACC70067,WITHDRAWAL,14909.4,upi,BR003,2024-04-05,SUCCESS,WITHDRAWAL via upi
TXN001141,CUST0948,ACC92201,ATM_WITHDRAWAL,34415.03,branch,BR003,2024-01-21,SUCCESS,ATM_WITHDRAWAL via branch
TXN001142,CUST0970,ACC79776,FD_BOOKING,5863.02,upi,BR007,2024-07-25,SUCCESS,FD_BOOKING via upi
TXN001143,CUST0979,ACC43888,LOAN_EMI,190979.65,branch,BR005,2024-11-06,SUCCESS,LOAN_EMI via branch
TXN001144,CUST0451,ACC64914,PAYMENT,426079.9,internet,BR007,2024-01-04,SUCCESS,PAYMENT via internet
TXN001145,CUST0341,ACC41011,DEPOSIT,183038.88,upi,BR004,2024-12-10,SUCCESS,DEPOSIT via upi
TXN001146,CUST0153,ACC44009,PAYMENT,174926.19,atm,BR002,2024-08-14,SUCCESS,PAYMENT via atm
TXN001147,CUST0168,ACC51661,WITHDRAWAL,374751.68,mobile,BR008,2024-11-06,SUCCESS,WITHDRAWAL via mobile
TXN001148,CUST0004,ACC76766,ATM_WITHDRAWAL,423667.28,upi,BR007,2024-06-23,SUCCESS,ATM_WITHDRAWAL via upi
TXN001149,CUST0976,ACC30007,TRANSFER,138103.37,branch,BR010,2024-08-14,SUCCESS,TRANSFER via branch
TXN001150,CUST0453,ACC76930,LOAN_EMI,395074.45,internet,BR008,2024-08-27,SUCCESS,LOAN_EMI via internet
TXN001151,CUST0164,ACC85783,DEPOSIT,319592.06,internet,BR001,2024-01-14,PENDING,DEPOSIT via internet
TXN001152,CUST0112,ACC76880,LOAN_EMI,250349.21,atm,BR005,2024-03-05,SUCCESS,LOAN_EMI via atm
TXN001153,CUST0885,ACC45635,PAYMENT,153869.01,internet,BR007,2024-12-25,SUCCESS,PAYMENT via internet
TXN001154,CUST0157,ACC24478,TRANSFER,43531.64,upi,BR007,2024-05-20,SUCCESS,TRANSFER via upi
TXN001155,CUST0365,ACC31446,FD_BOOKING,128463.28,mobile,BR001,2024-07-22,SUCCESS,FD_BOOKING via mobile
TXN001156,CUST0821,ACC47100,WITHDRAWAL,383230.83,branch,BR010,2024-08-25,SUCCESS,WITHDRAWAL via branch
TXN001157,CUST0564,ACC20526,NEFT,73461.18,mobile,BR001,2024-11-14,SUCCESS,NEFT via mobile
TXN001158,CUST0231,ACC54218,RTGS,394498.61,pos,BR009,2024-03-24,SUCCESS,RTGS via pos
TXN001159,CUST0530,ACC46336,RTGS,400705.24,pos,BR001,2024-07-13,SUCCESS,RTGS via pos
TXN001160,CUST0793,ACC12396,FD_BOOKING,423386.45,branch,BR001,2024-03-03,SUCCESS,FD_BOOKING via branch
TXN001161,CUST0900,ACC58636,LOAN_EMI,98117.05,upi,BR005,2024-02-26,SUCCESS,LOAN_EMI via upi
TXN001162,CUST0254,ACC13841,WITHDRAWAL,354145.71,branch,BR005,2024-10-24,FAILED,WITHDRAWAL via branch
TXN001163,CUST0435,ACC10549,PAYMENT,248385.96,branch,BR009,2024-07-02,PENDING,PAYMENT via branch
TXN001164,CUST0208,ACC31385,DEPOSIT,499751.31,mobile,BR002,2024-10-15,SUCCESS,DEPOSIT via mobile
TXN001165,CUST0607,ACC91644,RTGS,456218.32,branch,BR002,2024-02-26,SUCCESS,RTGS via branch
TXN001166,CUST0961,ACC11730,PAYMENT,148977.23,atm,BR002,2024-04-04,SUCCESS,PAYMENT via atm
TXN001167,CUST0509,ACC22963,RTGS,411335.57,upi,BR009,2024-07-02,SUCCESS,RTGS via upi
TXN001168,CUST0108,ACC92620,ATM_WITHDRAWAL,442064.64,mobile,BR006,2024-11-23,SUCCESS,ATM_WITHDRAWAL via mobile
TXN001169,CUST0770,ACC16675,NEFT,129259.42,pos,BR005,2024-11-15,SUCCESS,NEFT via pos
TXN001170,CUST0337,ACC57796,DEPOSIT,314380.29,branch,BR004,2024-08-11,SUCCESS,DEPOSIT via branch
TXN001171,CUST0543,ACC31711,WITHDRAWAL,11414.65,mobile,BR009,2024-09-22,SUCCESS,WITHDRAWAL via mobile
TXN001172,CUST0455,ACC78496,DEPOSIT,235889.76,atm,BR010,2024-01-23,SUCCESS,DEPOSIT via atm
TXN001173,CUST0115,ACC64460,WITHDRAWAL,213433.31,pos,BR009,2024-02-25,SUCCESS,WITHDRAWAL via pos
TXN001174,CUST1000,ACC30267,TRANSFER,446889.26,upi,BR010,2024-10-21,PENDING,TRANSFER via upi
TXN001175,CUST0258,ACC73061,UPI,387469.48,pos,BR004,2024-08-11,SUCCESS,UPI via pos
TXN001176,CUST0042,ACC68642,ATM_WITHDRAWAL,279873.13,branch,BR001,2024-03-26,SUCCESS,ATM_WITHDRAWAL via branch
TXN001177,CUST0016,ACC98307,NEFT,183231.57,internet,BR008,2024-09-02,SUCCESS,NEFT via internet
TXN001178,CUST0667,ACC43671,LOAN_EMI,97157.91,mobile,BR004,2024-07-06,SUCCESS,LOAN_EMI via mobile
TXN001179,CUST0845,ACC25930,ATM_WITHDRAWAL,292581.59,atm,BR010,2024-11-25,SUCCESS,ATM_WITHDRAWAL via atm
TXN001180,CUST0361,ACC69754,LOAN_EMI,199265.55,atm,BR001,2024-07-26,SUCCESS,LOAN_EMI via atm
TXN001181,CUST0700,ACC56728,WITHDRAWAL,218521.64,upi,BR002,2024-04-19,SUCCESS,WITHDRAWAL via upi
TXN001182,CUST0937,ACC57798,TRANSFER,44812.4,branch,BR002,2024-07-10,SUCCESS,TRANSFER via branch
TXN001183,CUST0398,ACC19528,DEPOSIT,240223.33,branch,BR004,2024-04-12,SUCCESS,DEPOSIT via branch
TXN001184,CUST0964,ACC95036,NEFT,383445.19,mobile,BR005,2024-04-23,SUCCESS,NEFT via mobile
TXN001185,CUST0116,ACC91265,NEFT,432864.7,pos,BR003,2024-05-18,SUCCESS,NEFT via pos
TXN001186,CUST0516,ACC18645,PAYMENT,11890.19,internet,BR002,2024-12-14,SUCCESS,PAYMENT via internet
TXN001187,CUST0829,ACC19777,DEPOSIT,158264.77,mobile,BR001,2024-03-04,SUCCESS,DEPOSIT via mobile
TXN001188,CUST0073,ACC59421,UPI,359875.61,upi,BR009,2024-07-23,SUCCESS,UPI via upi
TXN001189,CUST0731,ACC42121,PAYMENT,333906.53,pos,BR006,2024-04-10,SUCCESS,PAYMENT via pos
TXN001190,CUST0096,ACC10411,FD_BOOKING,8636.28,branch,BR005,2024-08-14,SUCCESS,FD_BOOKING via branch
TXN001191,CUST0160,ACC74301,NEFT,410149.42,pos,BR007,2024-02-11,SUCCESS,NEFT via pos
TXN001192,CUST0566,ACC54166,FD_BOOKING,372255.55,branch,BR003,2024-09-25,SUCCESS,FD_BOOKING via branch
TXN001193,CUST0460,ACC74576,FD_BOOKING,403609.28,mobile,BR004,2024-10-12,SUCCESS,FD_BOOKING via mobile
TXN001194,CUST0510,ACC76412,WITHDRAWAL,170748.94,internet,BR003,2024-07-28,FAILED,WITHDRAWAL via internet
TXN001195,CUST0047,ACC98007,RTGS,230983.7,mobile,BR007,2024-01-05,SUCCESS,RTGS via mobile
TXN001196,CUST0300,ACC67033,FD_BOOKING,385873.77,atm,BR008,2024-08-05,SUCCESS,FD_BOOKING via atm
TXN001197,CUST0067,ACC67873,WITHDRAWAL,13755.5,mobile,BR001,2024-09-15,SUCCESS,WITHDRAWAL via mobile
TXN001198,CUST0394,ACC44547,UPI,265826.16,upi,BR004,2024-08-22,SUCCESS,UPI via upi
TXN001199,CUST0222,ACC22806,UPI,159093.28,mobile,BR009,2024-01-25,SUCCESS,UPI via mobile
TXN001200,CUST0453,ACC48863,WITHDRAWAL,420284.26,pos,BR006,2024-12-15,SUCCESS,WITHDRAWAL via pos
TXN001201,CUST0393,ACC16528,TRANSFER,281354.98,internet,BR005,2024-07-22,SUCCESS,TRANSFER via internet
TXN001202,CUST0152,ACC69096,TRANSFER,277544.77,internet,BR001,2024-08-14,SUCCESS,TRANSFER via internet
TXN001203,CUST0140,ACC11348,UPI,326386.06,atm,BR004,2024-03-16,FAILED,UPI via atm
TXN001204,CUST0881,ACC37069,FD_BOOKING,104202.09,pos,BR007,2024-08-14,SUCCESS,FD_BOOKING via pos
TXN001205,CUST0367,ACC89133,TRANSFER,109022.27,pos,BR007,2024-12-17,SUCCESS,TRANSFER via pos
TXN001206,CUST0622,ACC16831,ATM_WITHDRAWAL,447970.83,upi,BR001,2024-05-17,SUCCESS,ATM_WITHDRAWAL via upi
TXN001207,CUST0536,ACC61561,RTGS,339743.79,mobile,BR001,2024-12-11,SUCCESS,RTGS via mobile
TXN001208,CUST0797,ACC40843,LOAN_EMI,3112.61,branch,BR009,2024-10-25,SUCCESS,LOAN_EMI via branch
TXN001209,CUST0205,ACC85721,ATM_WITHDRAWAL,371127.63,internet,BR010,2024-08-14,FAILED,ATM_WITHDRAWAL via internet
TXN001210,CUST0796,ACC11157,FD_BOOKING,96006.84,upi,BR006,2024-07-15,SUCCESS,FD_BOOKING via upi
TXN001211,CUST0486,ACC75561,RTGS,440929.76,atm,BR006,2024-06-09,SUCCESS,RTGS via atm
TXN001212,CUST0871,ACC20089,RTGS,352261.41,branch,BR004,2024-09-09,SUCCESS,RTGS via branch
TXN001213,CUST0186,ACC72502,PAYMENT,430170.66,upi,BR003,2024-08-24,SUCCESS,PAYMENT via upi
TXN001214,CUST0062,ACC33077,TRANSFER,471852.1,mobile,BR008,2024-02-04,SUCCESS,TRANSFER via mobile
TXN001215,CUST0856,ACC70920,FD_BOOKING,325659.29,atm,BR007,2024-10-04,FAILED,FD_BOOKING via atm
TXN001216,CUST0110,ACC65434,TRANSFER,28697.36,internet,BR003,2024-10-18,SUCCESS,TRANSFER via internet
TXN001217,CUST0296,ACC45154,NEFT,202133.74,pos,BR004,2024-01-12,SUCCESS,NEFT via pos
TXN001218,CUST0107,ACC65683,RTGS,4031.03,pos,BR003,2024-03-01,SUCCESS,RTGS via pos
TXN001219,CUST0765,ACC64160,RTGS,397377.25,branch,BR002,2024-05-06,SUCCESS,RTGS via branch
TXN001220,CUST0276,ACC74940,WITHDRAWAL,30368.96,pos,BR001,2024-02-15,SUCCESS,WITHDRAWAL via pos
TXN001221,CUST0909,ACC12533,PAYMENT,403131.09,branch,BR007,2024-04-15,SUCCESS,PAYMENT via branch
TXN001222,CUST0041,ACC54883,DEPOSIT,470687.01,internet,BR010,2024-04-07,SUCCESS,DEPOSIT via internet
TXN001223,CUST0856,ACC70140,TRANSFER,126977.21,internet,BR007,2024-10-08,SUCCESS,TRANSFER via internet
TXN001224,CUST0884,ACC67746,TRANSFER,281644.39,atm,BR007,2024-04-18,SUCCESS,TRANSFER via atm
TXN001225,CUST0228,ACC83770,DEPOSIT,370742.33,internet,BR005,2024-01-06,SUCCESS,DEPOSIT via internet
TXN001226,CUST0631,ACC90314,NEFT,162592.49,upi,BR010,2024-04-24,SUCCESS,NEFT via upi
TXN001227,CUST0131,ACC70557,TRANSFER,495654.11,atm,BR003,2024-09-28,SUCCESS,TRANSFER via atm
TXN001228,CUST0917,ACC85050,WITHDRAWAL,411141.0,mobile,BR006,2024-11-02,SUCCESS,WITHDRAWAL via mobile
TXN001229,CUST0791,ACC83821,ATM_WITHDRAWAL,29843.89,atm,BR007,2024-08-13,SUCCESS,ATM_WITHDRAWAL via atm
TXN001230,CUST0844,ACC32497,UPI,431520.02,pos,BR005,2024-06-07,SUCCESS,UPI via pos
TXN001231,CUST0272,ACC91714,RTGS,186880.01,atm,BR001,2024-09-28,SUCCESS,RTGS via atm
TXN001232,CUST0309,ACC10365,ATM_WITHDRAWAL,374117.02,internet,BR007,2024-01-06,SUCCESS,ATM_WITHDRAWAL via internet
TXN001233,CUST0011,ACC97176,WITHDRAWAL,282565.87,mobile,BR010,2024-01-06,SUCCESS,WITHDRAWAL via mobile
TXN001234,CUST0080,ACC58680,LOAN_EMI,441070.14,mobile,BR010,2024-01-09,SUCCESS,LOAN_EMI via mobile
TXN001235,CUST0587,ACC14534,RTGS,112662.76,mobile,BR006,2024-04-08,SUCCESS,RTGS via mobile
TXN001236,CUST0007,ACC31990,PAYMENT,178824.69,branch,BR003,2024-06-21,SUCCESS,PAYMENT via branch
TXN001237,CUST0353,ACC17782,WITHDRAWAL,309134.07,upi,BR004,2024-06-10,SUCCESS,WITHDRAWAL via upi
TXN001238,CUST0736,ACC99515,DEPOSIT,113095.56,atm,BR010,2024-09-27,SUCCESS,DEPOSIT via atm
TXN001239,CUST0574,ACC47334,PAYMENT,311928.44,mobile,BR004,2024-03-10,SUCCESS,PAYMENT via mobile
TXN001240,CUST0404,ACC31392,RTGS,213434.69,branch,BR009,2024-01-12,SUCCESS,RTGS via branch
TXN001241,CUST0759,ACC80564,PAYMENT,61312.18,internet,BR005,2024-02-06,SUCCESS,PAYMENT via internet
TXN001242,CUST0059,ACC68239,FD_BOOKING,375703.29,atm,BR006,2024-10-20,SUCCESS,FD_BOOKING via atm
TXN001243,CUST0975,ACC17397,WITHDRAWAL,71407.21,atm,BR007,2024-04-03,SUCCESS,WITHDRAWAL via atm
TXN001244,CUST0317,ACC87070,FD_BOOKING,138999.81,branch,BR001,2024-07-06,SUCCESS,FD_BOOKING via branch
TXN001245,CUST0888,ACC45153,WITHDRAWAL,283221.97,atm,BR006,2024-10-26,SUCCESS,WITHDRAWAL via atm
TXN001246,CUST0136,ACC33699,ATM_WITHDRAWAL,223224.64,upi,BR004,2024-02-16,SUCCESS,ATM_WITHDRAWAL via upi
TXN001247,CUST0740,ACC62531,TRANSFER,472082.64,internet,BR008,2024-06-05,SUCCESS,TRANSFER via internet
TXN001248,CUST0521,ACC92517,ATM_WITHDRAWAL,126012.07,branch,BR003,2024-12-01,SUCCESS,ATM_WITHDRAWAL via branch
TXN001249,CUST0436,ACC25789,UPI,404344.91,mobile,BR001,2024-01-19,SUCCESS,UPI via mobile
TXN001250,CUST0676,ACC79867,LOAN_EMI,157770.98,mobile,BR005,2024-01-07,SUCCESS,LOAN_EMI via mobile
TXN001251,CUST0109,ACC18230,FD_BOOKING,345572.51,internet,BR006,2024-01-11,SUCCESS,FD_BOOKING via internet
TXN001252,CUST0215,ACC28294,WITHDRAWAL,290985.16,branch,BR005,2024-04-22,SUCCESS,WITHDRAWAL via branch
TXN001253,CUST0530,ACC67883,UPI,458670.97,atm,BR003,2024-05-15,SUCCESS,UPI via atm
TXN001254,CUST0130,ACC59068,LOAN_EMI,429998.77,mobile,BR002,2024-09-18,SUCCESS,LOAN_EMI via mobile
TXN001255,CUST0839,ACC43341,FD_BOOKING,350235.95,pos,BR002,2024-10-06,SUCCESS,FD_BOOKING via pos
TXN001256,CUST0993,ACC10973,LOAN_EMI,385853.22,atm,BR008,2024-01-14,SUCCESS,LOAN_EMI via atm
TXN001257,CUST0392,ACC85311,PAYMENT,480825.04,mobile,BR003,2024-10-19,PENDING,PAYMENT via mobile
TXN001258,CUST0441,ACC56437,WITHDRAWAL,179048.42,pos,BR001,2024-03-11,SUCCESS,WITHDRAWAL via pos
TXN001259,CUST0556,ACC97230,LOAN_EMI,480021.5,internet,BR001,2024-09-11,SUCCESS,LOAN_EMI via internet
TXN001260,CUST0805,ACC57091,NEFT,265249.36,upi,BR009,2024-03-25,SUCCESS,NEFT via upi
TXN001261,CUST0448,ACC72629,TRANSFER,202324.94,mobile,BR001,2024-12-17,SUCCESS,TRANSFER via mobile
TXN001262,CUST0494,ACC26427,RTGS,389481.43,internet,BR005,2024-04-28,SUCCESS,RTGS via internet
TXN001263,CUST0896,ACC51796,FD_BOOKING,40168.53,pos,BR007,2024-03-18,SUCCESS,FD_BOOKING via pos
TXN001264,CUST0188,ACC55922,DEPOSIT,377515.5,pos,BR003,2024-06-24,SUCCESS,DEPOSIT via pos
TXN001265,CUST0957,ACC93313,ATM_WITHDRAWAL,84084.52,internet,BR008,2024-03-18,SUCCESS,ATM_WITHDRAWAL via internet
TXN001266,CUST0604,ACC43023,TRANSFER,323094.93,branch,BR003,2024-03-08,FAILED,TRANSFER via branch
TXN001267,CUST0090,ACC47679,RTGS,286741.5,pos,BR001,2024-01-20,SUCCESS,RTGS via pos
TXN001268,CUST0428,ACC61697,TRANSFER,415754.49,atm,BR001,2024-03-14,SUCCESS,TRANSFER via atm
TXN001269,CUST0269,ACC54917,DEPOSIT,481440.24,internet,BR007,2024-04-06,SUCCESS,DEPOSIT via internet
TXN001270,CUST0857,ACC47360,DEPOSIT,9479.65,mobile,BR010,2024-02-02,SUCCESS,DEPOSIT via mobile
TXN001271,CUST0087,ACC85356,PAYMENT,122880.6,mobile,BR009,2024-10-06,SUCCESS,PAYMENT via mobile
TXN001272,CUST0306,ACC70775,WITHDRAWAL,43513.06,pos,BR004,2024-07-28,SUCCESS,WITHDRAWAL via pos
TXN001273,CUST0048,ACC65033,DEPOSIT,465888.94,mobile,BR008,2024-08-22,SUCCESS,DEPOSIT via mobile
TXN001274,CUST0410,ACC46829,ATM_WITHDRAWAL,55537.55,upi,BR007,2024-01-16,PENDING,ATM_WITHDRAWAL via upi
TXN001275,CUST0892,ACC27013,ATM_WITHDRAWAL,140761.96,upi,BR009,2024-12-12,SUCCESS,ATM_WITHDRAWAL via upi
TXN001276,CUST0587,ACC52672,PAYMENT,231568.11,mobile,BR005,2024-07-03,SUCCESS,PAYMENT via mobile
TXN001277,CUST0436,ACC96381,TRANSFER,428709.11,upi,BR002,2024-04-28,SUCCESS,TRANSFER via upi
TXN001278,CUST0806,ACC63787,WITHDRAWAL,6314.16,pos,BR005,2024-05-23,SUCCESS,WITHDRAWAL via pos
TXN001279,CUST0446,ACC49278,TRANSFER,469351.75,upi,BR002,2024-07-12,SUCCESS,TRANSFER via upi
TXN001280,CUST0837,ACC47710,WITHDRAWAL,457705.05,mobile,BR008,2024-03-15,SUCCESS,WITHDRAWAL via mobile
TXN001281,CUST0917,ACC60903,NEFT,181069.92,atm,BR001,2024-07-28,SUCCESS,NEFT via atm
TXN001282,CUST0810,ACC42900,RTGS,146229.51,pos,BR001,2024-05-14,SUCCESS,RTGS via pos
TXN001283,CUST0485,ACC52964,FD_BOOKING,50133.38,pos,BR008,2024-01-03,SUCCESS,FD_BOOKING via pos
TXN001284,CUST0507,ACC91228,RTGS,282359.5,mobile,BR005,2024-12-06,SUCCESS,RTGS via mobile
TXN001285,CUST0173,ACC47621,NEFT,109674.42,internet,BR005,2024-05-03,SUCCESS,NEFT via internet
TXN001286,CUST0173,ACC38707,LOAN_EMI,172740.69,internet,BR004,2024-09-27,SUCCESS,LOAN_EMI via internet
TXN001287,CUST0262,ACC68803,RTGS,380451.66,branch,BR003,2024-06-28,SUCCESS,RTGS via branch
TXN001288,CUST0549,ACC58460,PAYMENT,189312.31,mobile,BR007,2024-09-19,SUCCESS,PAYMENT via mobile
TXN001289,CUST0705,ACC71290,TRANSFER,99010.21,atm,BR005,2024-02-21,SUCCESS,TRANSFER via atm
TXN001290,CUST0981,ACC10421,RTGS,169517.88,pos,BR006,2024-11-11,SUCCESS,RTGS via pos
TXN001291,CUST0967,ACC45116,TRANSFER,45775.99,upi,BR005,2024-04-11,SUCCESS,TRANSFER via upi
TXN001292,CUST0618,ACC12097,DEPOSIT,290817.37,mobile,BR008,2024-09-03,SUCCESS,DEPOSIT via mobile
TXN001293,CUST0438,ACC16541,LOAN_EMI,244415.5,upi,BR007,2024-12-04,SUCCESS,LOAN_EMI via upi
TXN001294,CUST0467,ACC76216,NEFT,131035.82,mobile,BR008,2024-01-13,SUCCESS,NEFT via mobile
TXN001295,CUST0085,ACC81071,UPI,421636.35,internet,BR007,2024-05-14,SUCCESS,UPI via internet
TXN001296,CUST0135,ACC99055,ATM_WITHDRAWAL,377533.68,atm,BR009,2024-02-12,SUCCESS,ATM_WITHDRAWAL via atm
TXN001297,CUST0904,ACC21420,NEFT,186446.23,pos,BR010,2024-10-02,FAILED,NEFT via pos
TXN001298,CUST0153,ACC69350,UPI,462258.95,mobile,BR010,2024-02-01,SUCCESS,UPI via mobile
TXN001299,CUST0316,ACC53846,DEPOSIT,348782.4,upi,BR009,2024-07-01,SUCCESS,DEPOSIT via upi
TXN001300,CUST0242,ACC57623,ATM_WITHDRAWAL,376474.09,atm,BR001,2024-06-02,SUCCESS,ATM_WITHDRAWAL via atm
TXN001301,CUST0254,ACC68223,LOAN_EMI,457431.94,pos,BR009,2024-04-07,SUCCESS,LOAN_EMI via pos
TXN001302,CUST0495,ACC94490,UPI,332969.37,branch,BR007,2024-08-23,SUCCESS,UPI via branch
TXN001303,CUST0927,ACC25760,NEFT,466514.68,mobile,BR003,2024-07-14,SUCCESS,NEFT via mobile
TXN001304,CUST0487,ACC85318,LOAN_EMI,388073.15,pos,BR001,2024-09-15,SUCCESS,LOAN_EMI via pos
TXN001305,CUST0520,ACC66479,FD_BOOKING,109093.19,internet,BR010,2024-01-13,SUCCESS,FD_BOOKING via internet
TXN001306,CUST0211,ACC85057,ATM_WITHDRAWAL,102254.73,upi,BR003,2024-12-17,SUCCESS,ATM_WITHDRAWAL via upi
TXN001307,CUST0890,ACC76022,UPI,493706.97,branch,BR006,2024-11-11,SUCCESS,UPI via branch
TXN001308,CUST0865,ACC97915,LOAN_EMI,285543.75,mobile,BR002,2024-12-15,SUCCESS,LOAN_EMI via mobile
TXN001309,CUST0664,ACC83535,ATM_WITHDRAWAL,382520.62,branch,BR009,2024-07-22,SUCCESS,ATM_WITHDRAWAL via branch
TXN001310,CUST0031,ACC63363,ATM_WITHDRAWAL,103045.78,branch,BR002,2024-07-25,SUCCESS,ATM_WITHDRAWAL via branch
TXN001311,CUST0954,ACC98626,DEPOSIT,237335.83,pos,BR010,2024-03-25,SUCCESS,DEPOSIT via pos
TXN001312,CUST0860,ACC90702,WITHDRAWAL,336484.66,pos,BR009,2024-03-16,SUCCESS,WITHDRAWAL via pos
TXN001313,CUST0158,ACC64877,FD_BOOKING,482891.17,mobile,BR004,2024-08-03,SUCCESS,FD_BOOKING via mobile
TXN001314,CUST0937,ACC10796,NEFT,211502.03,internet,BR010,2024-05-06,SUCCESS,NEFT via internet
TXN001315,CUST0299,ACC30674,DEPOSIT,103202.79,upi,BR010,2024-09-22,FAILED,DEPOSIT via upi
TXN001316,CUST0241,ACC21416,PAYMENT,478824.87,internet,BR010,2024-12-01,SUCCESS,PAYMENT via internet
TXN001317,CUST0368,ACC84131,RTGS,489199.55,atm,BR001,2024-07-20,SUCCESS,RTGS via atm
TXN001318,CUST0632,ACC54561,NEFT,219650.68,branch,BR006,2024-05-20,SUCCESS,NEFT via branch
TXN001319,CUST0982,ACC45593,PAYMENT,280749.45,pos,BR005,2024-11-26,SUCCESS,PAYMENT via pos
TXN001320,CUST0056,ACC29228,WITHDRAWAL,233007.62,pos,BR002,2024-07-16,SUCCESS,WITHDRAWAL via pos
TXN001321,CUST0950,ACC10731,ATM_WITHDRAWAL,317045.44,upi,BR005,2024-11-08,SUCCESS,ATM_WITHDRAWAL via upi
TXN001322,CUST0352,ACC94567,NEFT,289991.19,branch,BR002,2024-07-21,SUCCESS,NEFT via branch
TXN001323,CUST0904,ACC86142,TRANSFER,450636.13,upi,BR009,2024-02-11,SUCCESS,TRANSFER via upi
TXN001324,CUST0963,ACC68820,DEPOSIT,57307.38,branch,BR010,2024-03-14,SUCCESS,DEPOSIT via branch
TXN001325,CUST0044,ACC68493,DEPOSIT,101873.18,pos,BR009,2024-01-17,SUCCESS,DEPOSIT via pos
TXN001326,CUST0887,ACC18597,UPI,79751.08,mobile,BR009,2024-03-20,FAILED,UPI via mobile
TXN001327,CUST0564,ACC32787,LOAN_EMI,416478.5,pos,BR006,2024-01-22,SUCCESS,LOAN_EMI via pos
